,school_name,state_name_latest_available_year,school_id_nces_assigned_latest_available_year,county_name,mailing_address_3,location_zip,magnet_school,shared_time_school,urban_centric_locale,school_wide_title_i,state_agency_id,state_school_id
3208,STEUART W. WELLER ELEM,Virginia,510225002776,Loudoun County,†,20147,2-No,2-No,21-Suburb: Large,†,VA-053,VA-053-0530350
3209,STEVENS FOREST ELEMENTARY,Maryland,240042000754,Howard County,†,21045,2-No,2-No,13-City: Small,1-Yes,MD-13,MD-13-130608
3210,STEVENSVILLE MIDDLE SCHOOL,Maryland,240054001196,Queen Anne's County,†,21666,2-No,2-No,21-Suburb: Large,†,MD-17,MD-17-170404
3211,STEWARTSVILLE ELEM,Virginia,510036000157,Bedford County,†,24095,2-No,2-No,41-Rural: Fringe,1-Yes,VA-010,VA-010-0100640
3212,STODDERT ES,District of Columbia,110003000050,District of Columbia,†,20007,†,–,11-City: Large,–,DC-001,DC-001-321
3213,STONE BRIDGE HIGH,Virginia,510225002538,Loudoun County,†,20147,2-No,2-No,21-Suburb: Large,†,VA-053,VA-053-0530850
3214,STONE HILL MIDDLE,Virginia,510225002764,Loudoun County,†,20148,2-No,2-No,41-Rural: Fringe,†,VA-053,VA-053-0530570
3215,STONE MIDDLE,Virginia,510126000086,Fairfax County,†,20120,1-Yes,2-No,21-Suburb: Large,†,VA-029,VA-029-0292070
3216,STONE MILL ELEMENTARY,Maryland,240048001513,Montgomery County,†,20878,2-No,2-No,21-Suburb: Large,†,MD-15,MD-15-150653
3217,STONE ROBINSON ELEM,Virginia,510009000032,Albemarle County,†,22911,2-No,2-No,41-Rural: Fringe,†,VA-002,VA-002-0020920
3218,STONE SPRING ELEM,Virginia,510186000602,Harrisonburg city,†,22801,2-No,2-No,13-City: Small,1-Yes,VA-113,VA-113-1130191
3219,STONEGATE ELEMENTARY,Maryland,240048000929,Montgomery County,†,20905,2-No,2-No,21-Suburb: Large,†,MD-15,MD-15-150316
3220,STONEHOUSE ELEM,Virginia,510402002556,James City County,†,23188,2-No,2-No,41-Rural: Fringe,†,VA-131,VA-131-1310203
3221,STONELEIGH ELEMENTARY,Maryland,240012000479,Baltimore County,†,21212,2-No,2-No,13-City: Small,†,MD-03,MD-03-030905
3222,STONEWALL ELEM,Virginia,510147000659,Frederick County,†,22624,2-No,2-No,41-Rural: Fringe,1-Yes,VA-034,VA-034-0340410
3223,STONEWALL JACKSON ELEM,Virginia,510045000177,Bristol city,†,24201,2-No,2-No,13-City: Small,1-Yes,VA-102,VA-102-1020070
3224,STONEWALL JACKSON HIGH,Virginia,510351001548,Shenandoah County,†,22847,2-No,2-No,42-Rural: Distant,†,VA-085,VA-085-0850790
3225,STONEWALL JACKSON HIGH,Virginia,510313001321,Prince William County,†,20109,1-Yes,2-No,21-Suburb: Large,†,VA-075,VA-075-0750680
3226,STONEWALL JACKSON MIDDLE,Virginia,510183000780,Hanover County,†,23111,2-No,2-No,21-Suburb: Large,†,VA-042,VA-042-0420440
3227,STONEWALL MIDDLE,Virginia,510313001322,Prince William County,†,20109,1-Yes,2-No,21-Suburb: Large,1-Yes,VA-075,VA-075-0750480
3228,STONY MILL ELEM,Virginia,510294001226,Pittsylvania County,†,24541,2-No,2-No,42-Rural: Distant,1-Yes,VA-071,VA-071-0711710
3229,STONY POINT ELEM,Virginia,510009000033,Albemarle County,†,22947,2-No,2-No,41-Rural: Fringe,†,VA-002,VA-002-0020240
3230,STRASBURG HIGH,Virginia,510351001549,Shenandoah County,†,22657,2-No,2-No,31-Town: Fringe,†,VA-085,VA-085-0850770
3231,STRATFORD LANDING ELEM,Virginia,510126000570,Fairfax County,†,22308,2-No,2-No,21-Suburb: Large,†,VA-029,VA-029-0291350
3232,STRATFORD PROGRAM,Virginia,510027002331,Arlington County,†,22207,2-No,1-Yes,12-City: Mid-size,†,VA-007,VA-007-0070619
3233,STRATHMORE ELEMENTARY,Maryland,240048000930,Montgomery County,†,20906,2-No,2-No,21-Suburb: Large,1-Yes,MD-15,MD-15-150822
3234,STRAWBERRY KNOLL ELEMENTARY,Maryland,240048001512,Montgomery County,†,20879,2-No,2-No,21-Suburb: Large,1-Yes,MD-15,MD-15-150569
3235,STRAWBRIDGE ELEM,Virginia,510384000443,Virginia Beach city,†,23456,2-No,2-No,11-City: Large,†,VA-128,VA-128-1280940
3236,STUART ELEM,Virginia,510288001191,Patrick County,†,24171,2-No,2-No,42-Rural: Distant,1-Yes,VA-070,VA-070-0700320
3237,STUART M. BEVILLE MIDDLE,Virginia,510313000190,Prince William County,†,22193,1-Yes,2-No,21-Suburb: Large,†,VA-075,VA-075-0750780
3238,STUART-HOBSON MS (CAPITOL HILL CLUSTER),District of Columbia,110003000191,District of Columbia,†,20002,†,–,11-City: Large,–,DC-001,DC-001-428
3239,STUARTS DRAFT ELEM,Virginia,510030000131,Augusta County,†,24477,2-No,2-No,31-Town: Fringe,1-Yes,VA-008,VA-008-0080440
3240,STUARTS DRAFT HIGH,Virginia,510030000132,Augusta County,†,24477,2-No,2-No,31-Town: Fringe,†,VA-008,VA-008-0080730
3241,STUARTS DRAFT MIDDLE,Virginia,510030000130,Augusta County,†,24477,2-No,2-No,31-Town: Fringe,†,VA-008,VA-008-0080060
3242,STUDIO 39,MARYLAND,240006001728,Anne Arundel County,†,21401,2-No,2-No,21-Suburb: Large,†,MD-02,MD-02-024703
3243,SUBURBAN PARK ELEM,Virginia,510267001140,Norfolk city,†,23505,2-No,2-No,12-City: Mid-size,1-Yes,VA-118,VA-118-1180500
3244,SUDBROOK MAGNET MIDDLE,Maryland,240012000441,Baltimore County,†,21208,1-Yes,2-No,21-Suburb: Large,†,MD-03,MD-03-030353
3245,SUDLERSVILLE ELEMENTARY SCHOOL,Maryland,240054001197,Queen Anne's County,†,21668,2-No,2-No,42-Rural: Distant,1-Yes,MD-17,MD-17-170106
3246,SUDLERSVILLE MIDDLE SCHOOL,Maryland,240054001198,Queen Anne's County,†,21668,2-No,2-No,42-Rural: Distant,1-Yes,MD-17,MD-17-170101
3247,SUDLEY ELEM,Virginia,510313001323,Prince William County,†,20109,1-Yes,2-No,21-Suburb: Large,1-Yes,VA-075,VA-075-0750020
3248,SUELLA G. ELLIS ELEM,Virginia,510313002456,Prince William County,†,20109,1-Yes,2-No,21-Suburb: Large,1-Yes,VA-075,VA-075-0750270
3249,SUGAR GROVE ELEM,VIRGINIA,510352003011,Smyth County,†,24375,2-No,2-No,42-Rural: Distant,1-Yes,VA-086,VA-086-0860555
3250,SUGARLAND ELEM,Virginia,510225000934,Loudoun County,†,20164,2-No,2-No,21-Suburb: Large,1-Yes,VA-053,VA-053-0530010
3251,SUITLAND ELEMENTARY,Maryland,240051001453,Prince George's County,†,20746,2-No,2-No,21-Suburb: Large,1-Yes,MD-16,MD-16-160661
3252,SUITLAND HIGH,Maryland,240051001164,Prince George's County,†,20747,1-Yes,2-No,21-Suburb: Large,†,MD-16,MD-16-160603
3253,SULLY ELEM,Virginia,510225000935,Loudoun County,†,20164,2-No,2-No,21-Suburb: Large,1-Yes,VA-053,VA-053-0530750
3254,SUMMER HILL PRESCHOOL CENTER,VIRGINIA,510324003035,Richmond city,†,23234,2-No,2-No,12-City: Mid-size,†,VA-123,VA-123-1230511
3255,SUMMIT HALL ELEMENTARY,Maryland,240048000931,Montgomery County,†,20877,2-No,2-No,13-City: Small,1-Yes,MD-15,MD-15-150563
3256,SUMMIT PARK ELEMENTARY,Maryland,240012000481,Baltimore County,†,21209,2-No,2-No,21-Suburb: Large,†,MD-03,MD-03-030310
3257,SUNDERLAND ELEMENTARY,Maryland,240015001505,Calvert County,†,20689,2-No,2-No,41-Rural: Fringe,†,MD-04,MD-04-040316
3258,SUNNYSIDE ELEM,Virginia,510117000418,Dinwiddie County,†,23872,2-No,2-No,42-Rural: Distant,1-Yes,VA-027,VA-027-0270180
3259,SUNRISE VALLEY ELEM,Virginia,510126000571,Fairfax County,†,20191,2-No,2-No,13-City: Small,†,VA-029,VA-029-0290280
3260,SUNSET ELEMENTARY,Maryland,240006000134,Anne Arundel County,†,21122,2-No,2-No,21-Suburb: Large,†,MD-02,MD-02-022222
3261,SUPT'S REGION 8 GOV'S HEALTH/SCIENCE ACADEMY,VIRGINIA,510108002995,Cumberland County,†,23040,2-No,2-No,43-Rural: Remote,†,VA-025,VA-025-0250910
3262,SURRATTSVILLE HIGH,Maryland,240051001167,Prince George's County,†,20735,2-No,2-No,21-Suburb: Large,†,MD-16,MD-16-160908
3263,SURRY COUNTY HIGH,Virginia,510375001635,Surry County,†,23839,2-No,2-No,42-Rural: Distant,†,VA-090,VA-090-0900010
3264,SURRY ELEM,Virginia,510375002002,Surry County,†,23839,2-No,2-No,42-Rural: Distant,2-No,VA-090,VA-090-0900020
3265,SUSSEX CENTRAL ELEM,Virginia,510378002959,Sussex County,†,23882,2-No,2-No,42-Rural: Distant,1-Yes,VA-091,VA-091-0910483
3266,SUSSEX CENTRAL HIGH,Virginia,510378001643,Sussex County,†,23884,2-No,2-No,42-Rural: Distant,†,VA-091,VA-091-0910340
3267,SUSSEX CENTRAL MIDDLE,Virginia,510378002962,Sussex County,†,23884,2-No,2-No,42-Rural: Distant,1-Yes,VA-091,VA-091-0910482
3268,SUSSEX ELEMENTARY,Maryland,240012000482,Baltimore County,†,21221,2-No,2-No,21-Suburb: Large,1-Yes,MD-03,MD-03-031513
3269,SUTHERLAND ELEM,Virginia,510117000416,Dinwiddie County,†,23885,2-No,2-No,41-Rural: Fringe,1-Yes,VA-027,VA-027-0270520
3270,SWAN MEADOW SCHOOL,Maryland,240036000676,Garrett County,†,21550,2-No,2-No,42-Rural: Distant,†,MD-11,MD-11-110812
3271,SWANS CREEK ELEM,Virginia,510313002305,Prince William County,†,22026,2-No,2-No,21-Suburb: Large,1-Yes,VA-075,VA-075-0750890
3272,SWANSBORO ELEM,Virginia,510324001367,Richmond city,†,23224,2-No,2-No,12-City: Mid-size,1-Yes,VA-123,VA-123-1230210
3273,SWANSFIELD ELEMENTARY,Maryland,240042000755,Howard County,†,21044,2-No,2-No,13-City: Small,1-Yes,MD-13,MD-13-130517
3274,SWANSON MIDDLE,Virginia,510027000107,Arlington County,†,22205,2-No,2-No,12-City: Mid-size,†,VA-007,VA-007-0070240
3275,SWIFT CREEK ELEM,Virginia,510084001990,Chesterfield County,†,23112,2-No,2-No,21-Suburb: Large,†,VA-021,VA-021-0210340
3276,SWIFT CREEK MIDDLE,Virginia,510084001834,Chesterfield County,†,23112,2-No,2-No,21-Suburb: Large,†,VA-021,VA-021-0210270
3277,SWORDS CREEK ELEM,Virginia,510342001527,Russell County,†,24649,2-No,2-No,42-Rural: Distant,1-Yes,VA-083,VA-083-0830710
3278,SYCAMORE PARK ELEM,Virginia,510105000382,Culpeper County,†,22701,2-No,2-No,32-Town: Distant,1-Yes,VA-024,VA-024-0240460
3279,SYCOLIN CREEK ELEM,Virginia,510225002755,Loudoun County,†,20175,2-No,2-No,41-Rural: Fringe,†,VA-053,VA-053-0530280
3280,SYDNOR JENNINGS ELEM,Virginia,510177000720,Halifax County,†,24577,2-No,2-No,43-Rural: Remote,1-Yes,VA-041,VA-041-0411490
3281,SYKESVILLE MIDDLE,Maryland,240021000547,Carroll County,†,21784,2-No,2-No,23-Suburb: Small,†,MD-06,MD-06-060504
3282,T CLAY WOOD ELEM,Virginia,510313002852,Prince William County,†,20181,2-No,2-No,41-Rural: Fringe,†,VA-075,VA-075-0750470
3283,T. BENTON GAYLE MIDDLE,Virginia,510366001603,Stafford County,†,22406,2-No,2-No,22-Suburb: Mid-size,†,VA-089,VA-089-0890162
3284,T. C. MARTIN ELEMENTARY SCHOOL,Maryland,240027000606,Charles County,†,20617,2-No,2-No,41-Rural: Fringe,†,MD-08,MD-08-080801
3285,T. RYLAND SANFORD ELEM,Virginia,510264001075,Newport News city,†,23602,2-No,2-No,12-City: Mid-size,1-Yes,VA-117,VA-117-1170290
3286,T.C. MILLER ELEM FOR INNOVAT.,Virginia,510234000603,Lynchburg city,†,24501,1-Yes,2-No,13-City: Small,1-Yes,VA-115,VA-115-1150090
3287,TABB ELEM,Virginia,510415001819,York County,†,23693,2-No,2-No,21-Suburb: Large,†,VA-098,VA-098-0980050
3288,TABB HIGH,Virginia,510415001820,York County,†,23693,2-No,2-No,21-Suburb: Large,†,VA-098,VA-098-0980230
3289,TABB MIDDLE,Virginia,510415001821,York County,†,23693,2-No,2-No,21-Suburb: Large,†,VA-098,VA-098-0980190
3290,TAKOMA EDUCATION CAMPUS,District of Columbia,110003000011,District of Columbia,†,20012,†,–,11-City: Large,–,DC-001,DC-001-324
3291,TAKOMA PARK ELEMENTARY,Maryland,240048000932,Montgomery County,†,20912,1-Yes,2-No,21-Suburb: Large,†,MD-15,MD-15-150754
3292,TAKOMA PARK MIDDLE SCHOOL,Maryland,240048000933,Montgomery County,†,20910,1-Yes,2-No,21-Suburb: Large,†,MD-15,MD-15-150755
3293,TALBOTT SPRINGS ELEMENTARY,Maryland,240042000756,Howard County,†,21045,2-No,2-No,13-City: Small,1-Yes,MD-13,MD-13-130609
3294,TALL OAKS HIGH,Maryland,240051001424,Prince George's County,†,20721,2-No,2-No,21-Suburb: Large,1-Yes,MD-16,MD-16-160705
3295,TALLWOOD ELEM,Virginia,510384002169,Virginia Beach city,†,23464,2-No,2-No,11-City: Large,†,VA-128,VA-128-1280910
3296,TALLWOOD HIGH,Virginia,510384000434,Virginia Beach city,†,23464,2-No,2-No,11-City: Large,†,VA-128,VA-128-1280920
3297,TANEYTOWN ELEMENTARY,Maryland,240021000548,Carroll County,†,21787,2-No,2-No,31-Town: Fringe,1-Yes,MD-06,MD-06-060103
3298,TANGIER COMBINED,Virginia,510006000014,Accomack County,†,23440,2-No,2-No,43-Rural: Remote,†,VA-001,VA-001-0010530
3299,TANGLEWOOD REGIONAL CENTER,Maryland,240051001169,Prince George's County,†,20735,2-No,2-No,21-Suburb: Large,†,MD-16,MD-16-160907
3300,TANNERS CREEK ELEM,Virginia,510267002210,Norfolk city,†,23513,2-No,2-No,12-City: Mid-size,1-Yes,VA-118,VA-118-1180100
3301,TAPPAHANNOCK ELEM,Virginia,510120000421,Essex County,†,22560,2-No,2-No,32-Town: Distant,1-Yes,VA-028,VA-028-0280160
3302,TARRALLTON ELEM,Virginia,510267001141,Norfolk city,†,23518,2-No,2-No,12-City: Mid-size,1-Yes,VA-118,VA-118-1180800
3303,TAYAC ELEMENTARY,Maryland,240051001170,Prince George's County,†,20744,2-No,2-No,21-Suburb: Large,†,MD-16,MD-16-160905
3304,TAYLOR ELEM,Virginia,510027000108,Arlington County,†,22207,2-No,2-No,12-City: Mid-size,†,VA-007,VA-007-0070420
3305,TAZEWELL CO. CAREER & TECH. CTR.,Virginia,510381001666,Tazewell County,†,24651,2-No,1-Yes,32-Town: Distant,†,VA-092,VA-092-0921050
3306,TAZEWELL ELEM,Virginia,510381001667,Tazewell County,†,24651,2-No,2-No,32-Town: Distant,1-Yes,VA-092,VA-092-0921030
3307,TAZEWELL HIGH,Virginia,510381001668,Tazewell County,†,24651,2-No,2-No,32-Town: Distant,†,VA-092,VA-092-0920890
3308,TAZEWELL MIDDLE,Virginia,510381001669,Tazewell County,†,24651,2-No,2-No,41-Rural: Fringe,†,VA-092,VA-092-0920100
3309,TC WILLIAMS HIGH,Virginia,510012000054,Alexandria city,†,22302,2-No,2-No,12-City: Mid-size,†,VA-101,VA-101-1010210
3310,TECH. ED. & CAREER CTR.,Virginia,510027000109,Arlington County,†,22204,2-No,1-Yes,12-City: Mid-size,†,VA-007,VA-007-0070162
3311,TECHNICAL & CAREER ED. CTR.,Virginia,510384001722,Virginia Beach city,†,23456,2-No,1-Yes,11-City: Large,†,VA-128,VA-128-1280650
3312,TEMPERANCE ELEM,Virginia,510021000075,Amherst County,†,24521,2-No,2-No,42-Rural: Distant,1-Yes,VA-005,VA-005-0050740
3313,TEMPLETON ELEMENTARY,Maryland,240051001171,Prince George's County,†,20737,2-No,2-No,21-Suburb: Large,1-Yes,MD-16,MD-16-160214
3314,TENCH TILGHMAN ELEMENTARY/MIDDLE,Maryland,240009000320,Baltimore city,†,21205,2-No,2-No,11-City: Large,1-Yes,MD-30,MD-30-300013
3315,TERRA CENTRE ELEM,Virginia,510126001842,Fairfax County,†,22015,2-No,2-No,21-Suburb: Large,†,VA-029,VA-029-0290170
3316,TERRASET ELEM,Virginia,510126000573,Fairfax County,†,20191,2-No,2-No,13-City: Small,†,VA-029,VA-029-0290250
3317,THALIA ELEM,Virginia,510384001717,Virginia Beach city,†,23452,2-No,2-No,11-City: Large,†,VA-128,VA-128-1280350
3318,THE ACADEMY OF INTERNATIONAL STUDIES AT ROSEMONT,Virginia,510267002843,Norfolk city,†,23513,2-No,1-Yes,12-City: Mid-size,†,VA-118,VA-118-1182127
3319,THE CHILDREN'S GUILD PCS,DISTRICT OF COLUMBIA,110010100499,District of Columbia,†,20018,†,–,11-City: Large,–,DC-188,DC-188-255
3320,THE COLLEGE AND CAREER ACADEMY AT PRUDEN,VIRGINIA,510371003045,Suffolk city,†,23434,2-No,2-No,41-Rural: Fringe,†,VA-127,VA-127-1270396
3321,THE CROSSROADS SCHOOL,Maryland,240009001291,Baltimore city,†,21231,2-No,2-No,11-City: Large,1-Yes,MD-30,MD-30-300323
3322,THE GEORGETOWN SCHOOL,Virginia,510183002691,Hanover County,†,23116,2-No,1-Yes,41-Rural: Fringe,†,VA-042,VA-042-0420201
3323,THE GOVENORS CAREER AND TECHNICAL EDUCATION ACADEMY FOR STEM,VIRGINIA,510324002988,Richmond city,†,23230,2-No,2-No,12-City: Mid-size,†,VA-123,VA-123-1233120
3324,THE GOVERNOR'S SCHOOL @ INNOVATION PARK,Virginia,510025202848,Prince William County,†,20110,2-No,1-Yes,21-Suburb: Large,†,VA-278,VA-278-2780010
3325,THE GREEN SCHOOL OF BALTIMORE,Maryland,240009001571,Baltimore city,†,21213,2-No,2-No,11-City: Large,†,MD-30,MD-30-300332
3326,THE HANOVER CTR. FOR TRADES AND TECH.,Virginia,510183002775,Hanover County,†,23116,2-No,1-Yes,41-Rural: Fringe,†,VA-042,VA-042-0420202
3327,THE HISTORIC SAMUEL COLERIDGE-TAYLOR ELEMENTARY,Maryland,240009000309,Baltimore city,†,21201,2-No,2-No,11-City: Large,1-Yes,MD-30,MD-30-300122
3328,THE LOUDOUN GOVERNOR'S CAREER & TECHNICAL ACADEMY,VIRGINIA,510225002989,Loudoun County,†,20175,2-No,2-No,21-Suburb: Large,†,VA-053,VA-053-0530990
3329,THE MOUNT WASHINGTON SCHOOL,Maryland,240009000286,Baltimore city,†,21209,2-No,2-No,11-City: Large,†,MD-30,MD-30-300221
3330,THE NOKESVILLE SCHOOL,Virginia,510313001311,Prince William County,†,20181,2-No,2-No,41-Rural: Fringe,†,VA-075,VA-075-0750150
3331,THE NORTHSIDE PRESCHOOL,Virginia,510111002872,Danville city,†,24540,2-No,2-No,32-Town: Distant,†,VA-108,VA-108-1080030
3332,THE REACH! PARTNERSHIP SCHOOL,Maryland,240009001663,Baltimore city,†,21213,2-No,2-No,11-City: Large,1-Yes,MD-30,MD-30-300341
3333,THE REGIONAL COMMUNITY ALTERNATIVE ED CONTINUUM,Virginia,510008202373,Fauquier County,†,22728,2-No,1-Yes,42-Rural: Distant,†,VA-427,VA-427-4270427
3334,THE RENAISSANCE ACADEMY,Virginia,510384002822,Virginia Beach city,†,23462,2-No,1-Yes,11-City: Large,†,VA-128,VA-128-1281049
3335,THE SEED SCHOOL OF MARYLAND,Maryland,240002701669,Baltimore city,†,21223,2-No,2-No,11-City: Large,1-Yes,MD-32,MD-32-321000
3336,THE T.E.C.H. CENTER,Virginia,510271001161,Northampton County,†,23405,2-No,1-Yes,43-Rural: Remote,†,VA-065,VA-065-0650453
3337,THELMA CRENSHAW ELEM,Virginia,510084002099,Chesterfield County,†,23112,2-No,2-No,21-Suburb: Large,1-Yes,VA-021,VA-021-0210410
3338,THEODORE G. DAVIS MIDDLE SCHOOL,Maryland,240027001647,Charles County,†,20603,2-No,2-No,22-Suburb: Mid-size,†,MD-08,MD-08-080625
3339,THIRTEEN ACRES SPECIAL ED. CTR.,Virginia,510324002425,Richmond city,†,23227,2-No,1-Yes,12-City: Mid-size,†,VA-123,VA-123-1233117
3340,THOMAS C. BOUSHALL MIDDLE,Virginia,510324002078,Richmond city,†,23234,2-No,2-No,12-City: Mid-size,1-Yes,VA-123,VA-123-1230480
3341,THOMAS C. MCSWAIN ELEM,Virginia,510369001608,Staunton city,†,24401,2-No,2-No,13-City: Small,1-Yes,VA-126,VA-126-1260090
3342,THOMAS DALE HIGH,Virginia,510084000350,Chesterfield County,†,23831,2-No,2-No,21-Suburb: Large,†,VA-021,VA-021-0210610
3343,THOMAS EATON MIDDLE,Virginia,510180000760,Hampton city,†,23666,2-No,2-No,12-City: Mid-size,†,VA-112,VA-112-1120380
3344,THOMAS EDISON HIGH SCHOOL OF TECHNOLOGY,Maryland,240048001045,Montgomery County,†,20906,2-No,1-Yes,21-Suburb: Large,†,MD-15,MD-15-150748
3345,THOMAS ES,District of Columbia,110003000049,District of Columbia,†,20019,†,–,11-City: Large,–,DC-001,DC-001-325
3346,THOMAS G. PULLEN SCHOOL,Maryland,240051001174,Prince George's County,†,20785,1-Yes,2-No,21-Suburb: Large,†,MD-16,MD-16-161814
3347,THOMAS HARRISON MIDDLE,Virginia,510186002150,Harrisonburg city,†,22801,2-No,2-No,13-City: Small,†,VA-113,VA-113-1130080
3348,THOMAS HUNTER MIDDLE,Virginia,510243000994,Mathews County,†,23109,2-No,2-No,42-Rural: Distant,†,VA-057,VA-057-0570100
3349,THOMAS JEFFERSON ELEM,Virginia,510036002525,Bedford County,†,24551,2-No,2-No,22-Suburb: Mid-size,†,VA-010,VA-010-0101213
3350,THOMAS JEFFERSON ELEM,Virginia,510228000942,Louisa County,†,23093,2-No,2-No,42-Rural: Distant,1-Yes,VA-054,VA-054-0540610
3351,THOMAS JEFFERSON ELEM,Virginia,510129001844,Falls Church city,†,22046,2-No,2-No,21-Suburb: Large,2-No,VA-109,VA-109-1090260
3352,THOMAS JEFFERSON ELEMENTARY/MIDDLE,Maryland,240009000322,Baltimore city,†,21229,2-No,2-No,11-City: Large,1-Yes,MD-30,MD-30-300232
3353,THOMAS JEFFERSON HIGH,Virginia,510324002070,Richmond city,†,23230,2-No,2-No,12-City: Mid-size,†,VA-123,VA-123-1230020
3354,THOMAS JEFFERSON HIGH,Virginia,510126002034,Fairfax County,†,22312,1-Yes,2-No,21-Suburb: Large,†,VA-029,VA-029-0291371
3355,THOMAS JOHNSON ELEMENTARY/MIDDLE,Maryland,240009000323,Baltimore city,†,21230,2-No,2-No,11-City: Large,†,MD-30,MD-30-300084
3356,THOMAS JOHNSON MIDDLE,Maryland,240051001175,Prince George's County,†,20706,2-No,2-No,21-Suburb: Large,1-Yes,MD-16,MD-16-162009
3357,THOMAS S. STONE ELEMENTARY,Maryland,240051001176,Prince George's County,†,20712,2-No,2-No,21-Suburb: Large,1-Yes,MD-16,MD-16-161706
3358,THOMAS S. WOOTTON HIGH,Maryland,240048000934,Montgomery County,†,20850,2-No,2-No,13-City: Small,†,MD-15,MD-15-150234
3359,THOMAS STONE HIGH SCHOOL,Maryland,240027000607,Charles County,†,20601,2-No,2-No,22-Suburb: Mid-size,2-No,MD-08,MD-08-080605
3360,THOMAS VIADUCT,MARYLAND,240042001720,Howard County,†,21076,2-No,2-No,21-Suburb: Large,1-Yes,MD-13,MD-13-130110
3361,THOMAS W. PYLE MIDDLE SCHOOL,Maryland,240048009000,Montgomery County,†,20817,2-No,2-No,13-City: Small,†,MD-15,MD-15-150428
3362,THOMAS WALKER HIGH,Virginia,510219000904,Lee County,†,24248,2-No,2-No,43-Rural: Remote,†,VA-052,VA-052-0520880
3363,THOMSON ES,District of Columbia,110003000076,District of Columbia,†,20005,†,–,11-City: Large,–,DC-001,DC-001-326
3364,THOMSON ESTATES ELEMENTARY,Maryland,240024000581,Cecil County,†,21921,2-No,2-No,21-Suburb: Large,1-Yes,MD-07,MD-07-070316
3365,THOREAU MIDDLE,Virginia,510126000574,Fairfax County,†,22180,2-No,2-No,21-Suburb: Large,†,VA-029,VA-029-0291140
3366,THORNBURG MIDDLE,Virginia,510364000981,Spotsylvania County,†,22551,2-No,2-No,41-Rural: Fringe,†,VA-088,VA-088-0880502
3367,THOROUGHGOOD ELEM,Virginia,510384001718,Virginia Beach city,†,23455,2-No,2-No,11-City: Large,†,VA-128,VA-128-1280400
3368,THREE CHOPT ELEM,Virginia,510189000829,Henrico County,†,23229,2-No,2-No,21-Suburb: Large,†,VA-043,VA-043-0430010
3369,THREE OAKS ELEM,Virginia,510384002475,Virginia Beach city,†,23456,2-No,2-No,11-City: Large,†,VA-128,VA-128-1280100
3370,THUNDER HILL ELEMENTARY,Maryland,240042000757,Howard County,†,21045,2-No,2-No,13-City: Small,†,MD-13,MD-13-130605
3371,THURGOOD MARSHALL ACADEMY PCS,District of Columbia,110003400249,District of Columbia,†,20020,†,–,11-City: Large,–,DC-146,DC-146-191
3372,THURGOOD MARSHALL ELEM,Virginia,510081000304,Chesapeake city,†,23324,2-No,2-No,21-Suburb: Large,1-Yes,VA-136,VA-136-1360040
3373,THURGOOD MARSHALL ELEM,Virginia,510313000938,Prince William County,†,20112,2-No,2-No,21-Suburb: Large,†,VA-075,VA-075-0750790
3374,THURGOOD MARSHALL ELEMENTARY,Maryland,240048000404,Montgomery County,†,20878,2-No,2-No,21-Suburb: Large,†,MD-15,MD-15-150244
3375,THURGOOD MARSHALL MIDDLE SCHOOL,Maryland,240051001465,Prince George's County,†,20748,2-No,2-No,21-Suburb: Large,1-Yes,MD-16,MD-16-160622
3376,THURMONT ELEMENTARY,Maryland,240033000650,Frederick County,†,21788,2-No,2-No,31-Town: Fringe,2-No,MD-10,MD-10-101503
3377,THURMONT MIDDLE,Maryland,240033000651,Frederick County,†,21788,2-No,2-No,31-Town: Fringe,2-No,MD-10,MD-10-101510
3378,THURMONT PRIMARY,Maryland,240033001166,Frederick County,†,21788,2-No,2-No,31-Town: Fringe,2-No,MD-10,MD-10-101511
3379,TIDEWATER JUVENILE DETENTION HOME - CHESAPEAKE,Virginia,510004202379,Chesapeake city,†,23322,2-No,2-No,21-Suburb: Large,†,VA-901,VA-901-9010004
3380,TIDEWATER PARK ELEM,Virginia,510267001142,Norfolk city,†,23504,2-No,2-No,12-City: Mid-size,1-Yes,VA-118,VA-118-1180780
3381,TIDEWATER REGIONAL ALTERNATIVE ED PROJECT,Virginia,510007402349,Norfolk city,†,23502,2-No,1-Yes,12-City: Mid-size,†,VA-403,VA-403-4030403
3382,TILDEN MIDDLE SCHOOL,Maryland,240048001450,Montgomery County,†,20852,2-No,2-No,21-Suburb: Large,†,MD-15,MD-15-150232
3383,TILGHMAN ELEMENTARY,Maryland,240063001250,Talbot County,†,21671,2-No,2-No,42-Rural: Distant,2-No,MD-20,MD-20-200501
3384,TIMBER GROVE ELEMENTARY,Maryland,240012000484,Baltimore County,†,21117,2-No,2-No,21-Suburb: Large,1-Yes,MD-03,MD-03-030405
3385,TIMBER LANE ELEM,Virginia,510126000575,Fairfax County,†,22046,2-No,2-No,21-Suburb: Large,1-Yes,VA-029,VA-029-0290830
3386,TIMONIUM ELEMENTARY,Maryland,240012001433,Baltimore County,†,21093,2-No,2-No,21-Suburb: Large,†,MD-03,MD-03-030805
3387,TOANO MIDDLE,Virginia,510402000446,James City County,†,23188,2-No,2-No,23-Suburb: Small,†,VA-131,VA-131-1310100
3388,TOMAHAWK CREEK MIDDLE,Virginia,510084002754,Chesterfield County,†,23114,2-No,2-No,21-Suburb: Large,†,VA-021,VA-021-0210880
